Black,Hispanic,Female,Amount,MPHover,Age,OutTown,OutState,StatePol
0,0,0,,17,41,1,0,0
0,0,0,75,10,20,1,0,1
0,0,1,,9,57,1,1,1
1,0,0,125,24,36,1,0,1
0,0,1,135,26,26,1,0,1
0,0,0,115,14,22,1,1,1
1,0,0,175,30,29,1,0,1
0,0,0,135,16,56,1,1,1
0,0,0,105,19,31,1,0,1
0,0,0,,5,29,1,0,1
0,0,0,75,10,30,1,0,1
0,0,0,155,18,25,1,0,1
0,0,0,225,25,30,1,0,1
0,1,1,,10,23,1,0,0
0,0,0,75,17,24,1,0,1
0,0,0,,17,41,0,0,0
0,0,0,75,10,54,1,0,1
0,0,0,145,17,34,1,0,1
0,0,0,,10,44,1,0,1
0,0,1,145,17,53,1,0,0
0,0,0,155,18,31,1,0,0
0,0,0,125,15,55,1,0,1
0,0,1,,12,53,1,0,0
0,0,1,,17,57,1,0,0
0,0,0,75,10,35,1,0,1
0,0,0,,13,22,1,0,1
0,0,0,,13,13,1,1,1
0,0,1,,16,54,1,0,0
0,0,0,,7,33,1,0,0
0,0,1,,20,34,1,0,0
0,0,1,,10,22,1,1,1
0,0,0,95,12,24,1,0,1
0,0,1,125,19,24,1,0,0
0,0,0,,19,32,1,0,0
0,0,0,145,17,25,1,1,1
0,0,0,75,10,29,1,0,1
0,0,1,75,10,24,1,0,1
0,0,0,365,39,18,1,0,1
0,0,0,165,19,38,1,1,1
0,0,0,75,10,22,1,0,1
0,0,0,,15,43,1,0,0
0,0,0,,17,44,1,0,0
1,0,0,75,10,44,1,0,1
0,0,1,,14,32,1,0,0
1,0,0,75,10,37,1,0,1
0,0,0,,17,18,1,0,0
1,0,0,,15,20,1,0,0
0,0,1,,10,25,1,0,1
0,0,0,125,25,23,1,0,1
0,0,1,,18,60,1,0,0
0,0,0,,20,23,1,0,0
0,0,0,,10,36,1,0,1
0,0,0,,17,33,1,0,0
0,0,0,,20,30,1,0,0
0,0,0,50,18,32,1,0,1
0,0,1,,17,27,1,0,0
0,1,0,135,16,24,1,0,1
0,0,0,,10,57,0,0,1
0,0,0,105,13,32,1,0,1
0,0,0,,15,30,1,0,0
0,0,1,,13,30,1,0,1
0,0,0,210,26,50,1,0,0
0,0,1,75,10,51,1,0,1
0,0,0,175,20,53,1,0,1
0,0,0,125,15,35,1,0,1
0,0,0,175,20,31,1,0,1
0,1,0,,15,22,1,0,0
0,0,0,95,12,40,1,0,1
0,0,1,95,12,45,1,0,1
0,1,0,,17,41,1,0,0
0,1,0,225,25,17,1,1,0
0,0,0,145,17,20,1,1,1
0,0,0,,20,45,1,0,0
0,0,0,165,19,26,1,0,1
0,0,1,125,15,50,1,0,1
0,0,0,155,18,42,1,0,1
0,1,0,,20,35,1,0,0
0,0,1,,10,25,1,0,0
0,0,0,,10,52,1,0,0
0,0,0,,15,52,0,0,0
0,0,0,155,18,28,1,1,1
0,0,0,125,25,23,1,0,1
0,0,0,,15,19,0,0,0
0,0,0,170,22,25,1,0,0
0,0,0,,10,47,1,0,0
0,0,0,160,21,52,1,0,1
0,0,0,,11,37,1,0,0
0,0,0,325,35,21,1,0,1
0,0,0,125,15,29,1,1,1
0,0,0,75,10,26,1,1,1
0,0,1,,14,44,0,0,0
0,0,1,135,16,19,1,0,1
0,0,0,,10,52,1,0,1
0,1,0,75,10,23,1,0,1
0,0,1,,20,40,1,0,0
0,0,0,125,15,48,1,0,1
0,0,0,75,10,24,1,1,1
0,0,0,75,10,19,1,1,1
0,0,0,,7,21,1,0,1
0,0,0,75,10,48,1,1,1
0,0,1,135,16,32,1,0,1
0,0,0,,10,43,1,0,0
0,0,1,75,17,38,1,0,1
0,0,0,75,16,58,1,0,1
0,0,0,,17,48,1,0,0
0,0,0,155,18,25,1,0,1
0,0,1,,15,33,1,0,0
0,0,0,,14,37,0,0,0
0,0,0,75,10,24,1,1,1
0,0,1,75,10,29,1,0,1
0,0,1,,10,30,1,0,0
0,0,0,135,16,23,1,0,1
0,0,0,75,10,29,1,1,1
0,0,0,145,27,33,1,1,1
0,0,1,,18,23,1,0,0
0,0,1,,10,41,0,0,0
0,0,0,75,14,26,1,0,1
0,0,0,120,17,18,1,0,0
0,0,1,,10,36,1,0,1
0,0,0,75,5,39,1,1,1
0,0,1,,18,50,1,0,0
0,0,0,125,15,32,1,0,1
0,0,0,,18,34,1,0,0
0,0,1,425,45,20,1,0,1
0,0,0,75,10,25,1,0,1
0,0,0,155,18,22,1,1,1
0,0,0,75,16,21,1,0,1
0,0,0,,15,36,0,0,0
0,0,1,125,15,32,1,1,1
1,0,0,125,25,37,1,1,1
0,0,1,135,16,21,1,0,1
1,0,0,75,10,38,1,0,1
0,0,0,225,25,39,1,0,1
0,1,0,,10,19,1,0,0
1,0,0,,17,38,1,0,0
1,0,1,135,16,34,1,0,1
0,0,0,,10,19,0,0,0
0,0,1,175,25,40,1,0,0
0,0,1,75,10,46,1,0,1
0,0,0,75,10,20,1,0,1
0,0,0,,11,20,1,1,1
0,0,0,95,12,29,1,0,1
0,0,0,175,20,61,1,0,1
0,0,0,75,15,29,1,0,1
0,0,0,,18,34,1,0,0
1,0,0,75,17,41,1,0,1
1,0,1,,21,37,1,0,0
0,0,0,,9,22,1,0,1
0,0,0,,15,46,1,0,0
0,0,0,195,24,23,1,0,1
0,0,0,225,25,25,1,0,1
0,0,1,,15,36,1,0,0
1,0,0,,14,22,1,0,0
0,0,0,75,10,26,1,0,1
0,0,0,,17,45,1,0,0
0,1,1,,15,33,1,0,1
0,1,0,125,15,24,1,1,1
0,1,0,200,25,48,1,0,0
0,0,1,,15,28,1,0,0
0,0,0,,12,39,1,0,0
0,0,1,,20,54,1,0,0
0,0,1,,20,66,1,0,0
1,0,0,,10,36,1,0,1
0,0,1,75,10,23,1,0,1
0,0,1,195,22,64,1,1,1
0,0,0,,14,23,1,0,0
0,0,0,235,26,31,1,0,0
0,0,0,175,20,37,1,0,0
0,0,1,285,31,36,1,1,1
0,0,0,195,22,43,1,0,1
1,0,0,165,19,21,1,0,1
0,0,0,,10,28,1,0,0
0,0,0,195,22,57,1,0,1
0,0,1,,20,36,1,0,0
0,1,0,,10,33,1,0,0
0,0,1,,16,52,1,0,0
0,0,0,,16,36,1,0,0
0,0,1,,7,25,1,1,0
0,0,1,75,17,51,1,1,1
0,0,0,75,10,52,1,1,1
0,0,1,75,5,22,1,1,1
0,1,0,150,20,22,1,0,0
0,0,1,95,12,30,1,0,1
0,0,1,,10,19,1,0,1
0,0,0,,20,22,1,0,0
0,0,0,165,19,61,1,1,1
0,0,1,,14,36,0,0,0
0,0,0,75,10,36,1,0,1
0,0,0,115,14,52,1,0,1
0,0,1,75,18,22,1,0,1
0,0,1,75,10,33,1,0,1
0,0,0,50,20,53,1,0,1
0,1,0,,5,52,1,0,1
0,0,0,165,19,48,1,0,1
0,0,0,135,16,29,1,1,1
0,0,1,225,25,18,1,1,1
0,0,0,105,13,27,1,0,1
0,0,0,,16,44,1,0,0
0,0,0,,10,73,1,0,1
0,0,0,105,13,19,1,0,1
0,0,0,,14,69,1,0,0
0,0,1,,18,18,0,0,0
0,1,1,,15,28,1,0,0
0,1,1,,5,32,1,0,1
0,0,1,,15,20,1,0,0
0,0,0,,20,38,1,0,0
0,0,1,,22,50,1,0,0
0,1,0,75,20,27,1,0,1
0,0,1,95,12,22,1,1,1
0,0,0,,15,38,0,0,0
0,0,1,,5,41,1,0,1
0,0,1,75,20,20,1,0,1
0,0,0,75,10,25,1,0,1
0,0,0,125,15,25,1,0,1
0,0,0,,13,27,1,0,0
0,0,0,,9,54,0,0,0
0,1,0,100,15,28,1,1,0
0,0,1,215,24,36,1,0,1
0,0,0,75,10,41,1,0,1
0,0,0,,15,55,1,0,0
0,0,0,,20,32,1,0,0
0,1,1,,16,31,1,0,0
0,0,1,,23,38,0,0,0
0,0,1,,16,40,0,0,0
0,0,0,75,10,49,1,0,1
0,0,0,75,17,25,1,1,1
0,0,0,,15,30,1,0,0
0,0,0,125,15,22,1,0,1
0,0,0,,19,35,1,0,0
0,0,0,,5,34,1,0,1
0,1,1,,20,26,1,0,0
0,1,0,125,15,19,1,0,1
0,0,1,105,13,43,1,0,1
0,0,0,125,15,26,1,0,1
0,1,0,75,14,23,1,0,1
0,0,1,145,17,19,1,0,1
0,1,0,200,25,19,1,0,0
0,0,0,135,16,40,1,0,1
0,0,0,165,19,31,1,1,1
0,0,1,,20,37,1,0,0
0,0,1,,18,48,1,0,0
0,0,0,125,15,42,1,0,1
0,0,1,,20,29,1,0,0
0,0,0,,12,36,1,0,0
0,0,0,,15,43,0,0,0
0,0,1,105,14,22,1,0,1
0,0,1,,20,33,1,0,0
0,0,0,75,10,25,1,1,1
0,0,0,175,20,17,1,0,0
0,0,1,,15,38,0,0,0
0,0,0,75,10,23,1,0,1
0,1,0,,23,37,1,0,0
0,0,0,,10,38,1,0,0
0,0,0,75,10,35,1,0,1
0,0,0,,2,18,1,0,0
0,0,0,275,30,19,1,0,1
1,0,1,,20,44,1,0,0
0,0,1,,16,30,1,0,0
1,0,0,75,10,31,1,0,1
1,0,0,135,16,58,1,0,1
0,0,0,,10,18,1,0,1
0,0,1,,19,24,1,0,0
0,0,0,,20,18,1,0,0
0,0,1,,17,42,1,0,0
0,1,0,,13,21,1,0,0
0,0,1,,20,17,1,0,0
1,0,1,115,14,30,1,0,1
0,0,0,,13,50,0,0,0
0,0,1,200,25,48,1,0,0
0,0,1,,19,43,1,0,0
0,0,0,,11,19,1,0,0
0,0,0,,15,57,1,0,0
0,0,1,,19,37,1,0,0
0,0,0,50,18,23,1,0,1
0,0,0,,5,48,1,0,1
0,1,0,140,19,27,1,1,0
0,0,0,75,16,31,1,0,1
0,0,1,75,20,22,1,1,1
0,0,1,,15,49,1,0,0
0,0,1,,15,23,1,0,0
0,0,0,,15,50,1,0,1
0,0,1,125,15,40,1,1,1
0,0,0,215,24,44,1,0,1
0,0,0,175,20,57,1,0,1
0,0,0,,21,25,1,1,0
0,0,1,,17,43,1,0,0
0,0,1,75,10,31,1,0,1
0,0,0,225,25,33,1,0,1
0,0,0,135,16,48,1,0,1
0,0,1,,10,38,1,1,0
0,0,1,75,16,43,1,0,1
0,1,1,,17,30,1,0,0
0,0,0,135,16,29,1,0,1
0,0,0,,5,24,1,0,1
0,0,0,,17,53,0,0,0
0,0,1,,13,35,1,0,0
0,0,1,,8,34,1,0,0
0,0,0,,15,37,1,0,0
0,0,0,,18,53,0,0,0
0,0,0,155,28,41,1,0,1
0,0,0,210,26,26,1,0,0
0,0,0,185,21,32,1,1,1
0,0,0,225,25,42,1,0,1
0,0,0,205,23,25,1,1,1
0,0,1,,18,38,0,0,0
0,0,1,135,16,39,1,0,1
0,0,0,105,20,25,1,0,1
0,0,1,145,17,48,1,0,1
0,0,0,95,12,28,1,1,1
0,0,1,,18,18,0,0,0
0,0,0,50,16,29,1,0,1
0,0,1,,5,34,1,0,1
0,0,0,235,26,17,1,0,0
0,0,0,75,10,40,1,0,0
0,0,0,75,10,32,1,0,1
0,1,0,,20,37,1,0,0
0,0,1,,17,43,0,0,0
0,0,1,125,15,46,1,1,1
0,0,0,,5,35,1,0,0
0,0,0,,5,40,1,0,1
0,0,0,,15,34,1,0,0
0,0,1,,13,46,1,0,0
0,0,0,215,24,42,1,0,1
0,0,1,,18,30,1,0,0
0,0,0,75,21,68,1,0,1
0,0,1,,11,55,1,0,0
0,0,0,,16,31,1,0,0
0,0,0,75,15,18,1,0,1
0,0,0,135,16,21,1,0,1
0,0,0,,11,26,1,0,1
0,0,0,75,10,29,1,1,1
0,0,0,175,20,48,1,0,1
0,0,0,,15,42,1,0,0
0,1,0,,23,21,1,0,0
0,0,1,,15,46,1,0,0
0,0,1,75,17,29,1,0,1
0,0,0,,5,69,1,0,1
0,0,0,105,13,28,1,0,1
0,0,0,75,19,31,1,0,1
0,0,0,75,18,22,1,0,1
1,0,0,220,27,37,1,1,0
0,0,0,,15,18,0,0,0
0,0,1,,13,52,0,0,0
0,0,0,185,21,40,1,0,1
0,0,1,75,20,54,1,0,0
0,0,0,,15,29,1,1,0
0,0,0,75,12,27,1,0,0
0,0,0,,15,57,0,0,0
0,0,0,,12,39,0,0,0
0,0,1,75,18,42,1,1,0
0,1,0,,10,32,0,0,0
0,1,0,165,19,32,0,0,0
0,1,0,75,10,52,0,0,0
0,0,0,140,19,58,0,0,0
0,0,0,50,10,21,0,0,0
0,1,0,75,16,20,0,0,0
0,0,1,,15,31,1,0,0
1,0,0,75,16,21,1,0,0
0,0,0,115,14,29,0,0,0
0,0,0,85,18,35,0,0,0
0,0,1,,15,22,1,0,0
0,0,0,,7,27,0,0,0
0,0,0,145,17,22,0,0,0
0,0,1,125,15,60,1,0,0
0,1,0,155,18,25,0,0,0
0,1,0,100,15,21,0,0,0
0,0,0,140,19,17,0,0,0
0,0,0,75,7,33,1,1,0
0,0,1,,16,43,0,0,0
0,0,1,,15,39,1,0,0
0,0,1,,16,24,0,0,0
0,0,0,75,10,35,1,0,0
0,0,0,50,10,33,1,1,0
0,0,0,100,15,19,1,0,0
0,0,1,,6,34,1,0,0
0,0,1,,10,25,0,0,0
0,0,0,75,22,19,0,0,0
0,1,0,,17,27,0,0,0
0,1,1,,23,18,0,0,0
0,0,1,130,18,39,1,0,0
0,0,0,,16,45,1,0,0
0,1,1,50,10,34,0,0,0
0,0,1,,12,45,1,0,0
0,1,0,50,10,35,0,0,0
1,0,1,,12,25,1,0,0
0,0,1,125,15,67,1,1,0
0,0,1,115,14,35,1,1,0
0,0,0,125,25,22,1,0,0
0,0,1,,15,36,0,0,0
0,0,1,,16,19,0,0,0
0,0,1,,15,40,0,0,0
0,0,0,,15,29,0,0,0
0,0,1,,15,34,0,0,0
0,0,0,,17,44,1,0,0
0,0,0,95,12,26,1,0,0
0,0,1,75,15,47,1,0,0
0,0,1,75,7,29,1,0,0
1,0,0,,15,26,1,0,0
0,0,0,,15,26,0,0,0
0,0,0,,11,25,0,0,0
0,0,1,75,10,46,1,0,0
0,0,0,75,10,42,1,0,1
0,0,0,,10,29,1,0,0
0,0,0,,10,25,0,0,0
0,0,0,75,15,27,0,0,1
0,0,0,,10,44,1,0,0
0,0,1,,16,37,0,0,0
0,0,0,,8,58,1,1,0
0,0,0,75,13,46,0,0,1
0,0,0,,14,43,1,0,1
0,0,0,,10,54,1,0,0
0,0,0,,13,46,0,0,1
0,0,1,,16,42,1,0,0
0,0,0,,14,38,0,0,1
0,0,0,135,16,23,1,1,0
0,0,0,,10,50,0,0,0
0,0,0,,16,28,1,1,0
0,0,0,,10,61,1,0,0
0,0,1,,14,23,1,0,1
0,0,0,,9,25,1,0,1
0,0,0,,10,20,1,1,0
0,0,0,,10,27,1,0,0
0,0,0,100,15,17,0,0,0
0,0,0,,18,67,1,1,0
0,0,1,,10,29,0,0,0
0,0,1,,10,20,0,0,0
0,0,0,75,12,41,0,0,1
0,0,0,205,23,17,0,0,0
0,0,1,,15,45,1,0,0
0,0,0,,10,48,0,0,0
0,0,1,,10,42,0,0,0
0,0,0,,15,19,0,0,0
0,1,0,,19,25,1,0,0
0,0,1,,17,21,1,0,0
0,0,0,,15,19,0,0,1
0,0,1,75,10,29,1,1,1
0,0,0,,10,50,1,0,0
0,0,0,,10,62,1,1,0
0,0,1,,10,36,0,0,0
0,0,0,,10,19,1,0,0
0,0,1,,9,33,0,0,1
0,0,0,,13,21,1,1,1
0,0,1,,10,35,0,0,0
0,0,0,175,20,17,1,1,0
0,0,0,,19,24,0,0,0
0,0,0,75,10,20,0,0,0
0,0,0,130,18,41,0,0,0
0,0,0,120,17,23,1,0,0
0,0,0,,10,59,1,0,0
0,0,1,50,20,25,0,0,1
0,0,0,50,18,24,1,0,0
0,0,1,110,16,20,1,0,0
0,0,0,,11,28,1,0,0
0,0,0,100,15,25,0,0,0
0,0,1,75,18,31,0,0,0
0,0,0,160,21,43,1,0,0
0,0,0,,19,53,0,0,0
0,0,0,145,17,31,1,0,1
0,0,0,145,17,20,1,1,1
0,0,0,100,15,18,1,0,0
0,0,0,100,23,45,0,0,1
0,0,0,,15,63,0,0,0
0,0,0,,14,23,0,0,0
0,0,0,,16,55,1,0,0
0,0,0,50,15,53,1,0,0
0,0,0,,10,27,1,0,0
0,0,0,,14,31,0,0,0
0,0,0,50,14,26,0,0,0
0,0,1,,17,33,0,0,0
0,0,1,150,20,34,1,0,0
0,1,0,,21,24,1,0,0
0,0,0,50,19,18,1,0,0
0,0,0,,13,36,0,0,0
0,0,1,,16,23,1,0,0
0,0,1,,10,26,1,1,1
0,0,0,105,13,19,1,0,1
0,0,1,,10,52,1,0,1
0,0,0,135,16,18,1,0,0
0,0,1,,17,47,1,0,0
0,0,1,110,16,18,0,0,0
0,0,1,100,15,52,1,0,0
0,0,0,120,17,23,1,0,0
0,0,1,50,10,34,0,0,0
0,0,0,,17,45,0,0,0
0,0,0,,15,17,0,0,0
0,0,0,235,26,34,1,0,1
0,0,0,,14,54,0,0,0
0,0,1,50,17,23,0,0,0
0,0,1,,16,50,0,0,0
0,0,1,155,18,32,0,0,1
0,0,0,,13,33,0,0,0
0,0,0,,15,21,0,0,0
0,0,0,,13,29,1,0,0
0,0,1,,10,32,0,0,0
0,0,0,,10,21,1,0,0
0,0,1,,10,53,0,0,0
1,0,0,170,22,20,0,0,0
0,0,0,150,20,24,1,0,0
0,0,0,,1,32,0,0,1
0,0,1,100,15,20,1,0,0
0,0,0,,10,19,0,0,0
0,0,0,170,22,27,1,0,0
0,0,0,150,20,22,1,1,0
0,0,0,,15,43,0,0,0
0,0,0,110,16,17,0,0,0
0,0,0,,15,30,0,0,0
0,0,0,155,18,18,0,0,0
0,0,0,50,21,29,1,0,0
0,0,0,125,15,68,0,0,1
0,0,0,,15,58,0,0,0
0,0,0,120,17,44,1,0,0
0,0,0,155,18,20,1,0,0
0,0,0,120,17,31,1,0,0
0,0,0,50,12,27,1,0,1
0,0,0,50,19,20,1,0,0
0,0,0,75,10,53,1,0,1
0,0,0,100,15,51,1,0,0
0,0,0,100,15,50,1,0,0
0,0,1,,20,18,0,0,0
0,0,0,80,21,19,1,0,0
0,0,0,,14,36,1,0,0
0,0,0,,11,45,1,0,0
0,0,1,,15,21,0,0,0
0,0,0,,13,33,0,0,0
0,0,1,75,21,48,1,0,0
0,0,0,50,22,22,1,0,0
0,0,0,145,17,44,1,0,0
0,0,0,140,19,25,0,0,0
0,0,0,75,10,18,0,0,0
0,0,1,,10,53,0,0,1
0,0,0,,21,29,1,0,0
0,0,1,,15,55,0,0,0
0,0,0,110,16,36,0,0,0
0,0,0,135,16,23,1,0,0
0,0,0,120,17,48,1,0,0
0,1,0,145,17,31,1,1,0
0,0,1,,15,19,1,1,0
0,0,1,,17,40,1,0,0
0,0,0,,10,56,1,0,1
0,0,1,,15,50,1,0,0
0,0,0,,9,50,0,0,1
0,0,0,130,18,34,0,0,0
0,0,1,50,10,49,1,0,0
0,0,0,75,19,21,1,0,0
0,0,0,50,10,18,1,0,0
0,0,1,,16,52,1,0,0
0,0,1,,5,48,1,0,1
0,0,0,,15,45,1,0,0
0,0,0,50,15,23,0,0,0
0,0,1,50,21,17,1,0,0
0,1,1,245,27,20,1,0,1
0,0,1,50,21,18,0,0,0
0,0,0,,15,40,0,0,0
0,0,1,75,16,18,0,0,0
0,0,0,100,15,31,1,0,0
0,0,0,,16,52,1,0,0
0,0,0,135,16,22,1,0,0
0,0,1,,13,23,0,0,0
0,0,0,50,24,43,1,0,1
0,0,1,,14,63,1,0,0
0,0,0,130,18,24,1,1,0
0,0,0,125,15,60,1,1,1
0,0,0,,14,33,1,0,0
0,0,1,50,10,27,1,0,0
0,0,0,,16,45,1,0,0
0,0,1,,11,25,1,0,0
0,0,0,120,17,42,0,0,0
0,0,0,205,23,23,0,0,0
0,0,0,50,10,36,1,0,0
0,0,1,,23,20,1,0,0
1,0,0,120,17,25,1,0,0
0,0,0,140,19,50,1,0,0
0,0,0,,16,37,1,0,0
0,0,1,50,10,32,1,1,1
0,1,0,75,10,42,1,0,1
1,0,1,,15,41,0,0,0
0,0,1,125,15,30,0,0,0
0,0,0,265,29,29,1,1,1
0,0,0,,26,30,1,0,0
0,0,0,,17,61,0,0,0
0,0,0,75,10,47,1,1,1
0,0,1,,18,37,0,0,0
0,1,0,315,34,21,0,0,1
0,0,0,185,21,24,1,0,0
0,0,0,,14,22,0,0,0
0,0,0,,13,51,1,0,0
0,0,1,50,10,35,1,0,1
0,1,0,,15,44,0,0,1
0,0,0,75,20,51,1,0,0
0,0,0,,20,29,1,0,1
0,0,0,75,25,40,1,0,1
0,0,0,250,30,21,1,1,1
0,0,0,165,29,43,1,0,1
0,0,1,75,26,41,0,0,1
0,0,0,75,10,54,1,1,1
0,0,0,,9,30,0,0,0
0,0,0,125,25,24,1,0,1
0,0,0,135,16,23,0,0,0
0,0,1,75,10,26,1,1,1
0,0,1,,13,77,0,0,0
0,1,0,130,18,34,0,0,1
0,0,0,75,10,24,1,0,1
0,1,1,,22,28,0,0,0
0,0,0,,18,17,1,0,0
0,0,1,,15,19,1,1,0
0,0,0,,14,76,1,0,0
0,0,0,125,23,26,1,0,1
0,0,1,285,31,61,1,0,1
0,0,0,75,24,18,1,0,1
0,0,1,,13,70,1,0,0
0,0,1,,14,50,1,0,0
0,0,1,245,27,19,1,0,1
0,0,0,125,25,60,1,1,1
0,0,0,75,10,22,0,0,1
0,0,0,125,25,58,1,1,1
0,0,0,50,10,58,1,0,1
0,0,0,,10,24,1,0,0
0,0,1,125,25,41,1,0,1
0,0,1,,10,56,1,1,1
0,0,1,,24,28,1,0,0
0,0,0,,20,37,1,0,0
0,0,1,150,20,29,1,1,1
0,1,1,,19,27,0,0,0
0,0,0,,20,48,1,0,0
0,0,1,195,22,40,1,1,1
0,0,0,,17,25,1,0,0
0,0,1,,9,19,1,0,1
1,0,1,225,25,17,1,0,1
0,0,0,110,16,41,1,0,1
0,0,0,,16,28,1,0,0
0,0,0,225,25,46,1,1,1
0,0,0,75,28,26,1,1,1
0,0,0,,10,50,1,0,1
1,0,0,75,25,32,0,0,1
0,0,0,125,25,24,1,0,1
1,0,0,,25,28,1,1,1
0,0,0,205,23,29,1,1,1
0,0,0,,10,29,0,0,1
0,0,1,,15,19,0,0,0
0,0,1,,10,49,1,0,1
0,0,0,120,17,30,1,0,0
0,1,1,125,25,37,0,0,1
0,0,1,75,26,30,0,0,1
1,0,1,155,25,51,0,0,1
0,0,0,145,17,48,1,0,1
0,0,1,,10,23,1,0,1
0,0,0,75,25,19,1,0,1
0,0,0,75,10,56,1,0,1
0,0,1,,16,22,1,0,0
0,0,1,275,30,30,1,0,1
0,1,0,75,10,21,0,0,1
1,0,0,155,33,21,0,0,1
0,0,0,,9,19,0,0,0
0,0,1,75,25,46,1,1,1
1,0,1,75,10,48,0,0,1
0,0,0,,15,45,1,1,0
1,0,0,135,16,23,0,0,0
0,0,0,,15,39,1,0,0
0,0,1,75,25,55,1,0,1
0,1,0,50,10,22,1,0,1
0,0,0,55,28,56,1,0,1
0,0,1,,10,47,1,0,0
0,0,1,,15,51,1,0,0
1,0,1,,13,40,1,0,0
0,0,1,130,18,19,1,0,0
0,0,0,195,22,58,1,0,1
0,0,0,,45,44,1,0,0
0,0,1,165,19,23,0,0,1
0,0,1,125,37,26,1,0,1
0,0,0,,15,56,1,1,1
0,0,0,75,10,49,1,0,1
0,0,1,,21,44,1,0,0
0,0,1,,10,39,1,0,0
0,0,0,120,17,37,0,0,0
0,0,0,,13,68,1,0,0
0,0,1,100,15,47,1,0,0
0,0,1,,19,24,1,0,0
0,0,0,310,36,22,1,0,1
0,0,0,100,15,37,1,0,0
0,1,0,75,10,25,0,0,1
0,1,1,,14,18,1,1,0
0,0,1,,16,55,1,0,0
0,0,0,50,10,30,1,1,1
0,0,1,205,33,25,0,0,1
0,0,1,75,17,48,1,0,1
0,0,0,75,6,40,1,1,1
0,0,0,85,16,34,1,1,1
0,0,1,,17,47,0,0,0
0,0,0,,15,45,1,0,1
1,0,0,135,26,23,0,0,1
0,0,0,160,21,21,1,1,0
0,0,0,100,2,17,0,0,0
0,0,0,75,12,24,1,0,1
0,0,0,175,20,19,0,0,0
0,0,0,,14,71,0,0,0
1,0,1,165,29,19,0,0,1
1,0,0,,18,28,0,0,0
0,0,0,75,20,59,1,1,1
0,0,0,,10,50,1,0,0
0,0,0,50,10,30,1,0,1
1,0,1,,15,36,0,0,0
0,0,0,205,22,46,1,0,1
0,0,0,140,19,19,0,0,0
1,0,0,215,24,36,0,0,1
0,0,0,,14,36,0,0,0
0,0,0,75,5,49,1,1,1
0,0,1,225,25,25,1,0,0
0,0,0,,11,25,1,1,0
0,1,0,,15,31,0,0,0
0,0,0,125,15,42,0,0,0
0,0,1,75,24,23,1,0,1
0,0,1,,18,21,0,0,0
0,0,0,135,16,22,1,0,1
0,0,1,100,27,44,1,0,1
0,0,0,125,31,20,1,0,1
0,0,0,,10,54,0,0,0
0,0,1,,18,49,0,0,0
0,0,1,,10,43,1,1,1
0,0,1,165,19,41,1,0,1
0,0,0,,10,21,1,0,1
0,0,0,125,28,41,1,0,1
0,0,0,,20,39,1,0,0
1,0,1,,13,59,0,0,0
0,0,1,,23,52,0,0,0
0,0,0,125,25,46,1,0,1
0,0,0,,16,29,0,0,0
0,0,0,,10,26,1,0,1
1,0,0,,10,47,1,1,1
0,0,0,125,15,31,1,0,1
0,0,1,130,18,29,1,1,0
1,0,0,75,18,23,0,0,1
0,0,0,,10,56,1,0,1
0,0,0,125,25,30,1,1,1
0,0,0,,19,43,1,0,0
0,0,0,260,31,20,1,0,1
0,0,0,,9,31,1,0,1
0,0,1,,10,19,1,0,1
0,0,0,75,8,30,1,1,1
0,0,0,175,32,22,1,0,1
0,0,0,,24,50,1,1,0
0,0,1,,16,22,0,0,0
0,0,0,125,25,42,1,1,1
0,0,0,125,15,48,1,0,1
1,0,0,,15,26,0,0,0
0,0,1,175,30,37,1,0,1
0,0,0,125,20,18,1,0,0
0,0,1,,18,34,0,0,0
0,0,1,,18,24,0,0,0
0,0,0,75,7,36,1,1,1
0,0,1,,15,50,1,1,1
1,0,0,75,10,74,1,1,1
0,0,0,,15,19,0,0,0
0,0,0,125,23,29,1,0,1
0,0,1,50,28,39,1,0,1
0,0,1,,8,27,1,0,0
0,0,1,,19,20,1,0,0
1,0,0,155,18,21,0,0,1
0,0,1,,21,32,1,0,0
0,0,0,150,20,29,0,0,1
1,0,1,,19,19,0,0,0
0,0,0,,10,20,1,0,0
0,0,0,,23,28,0,0,0
1,0,0,,10,40,1,0,1
1,0,0,,9,32,1,0,1
0,0,0,110,16,50,1,0,1
0,0,0,225,25,33,1,1,1
0,1,0,50,25,31,0,0,0
1,0,0,75,10,39,1,1,1
0,0,1,,11,40,0,0,0
0,0,1,50,21,22,1,0,1
0,0,1,,20,23,1,1,0
0,0,0,,15,20,1,1,0
0,0,0,,11,42,1,0,0
0,0,1,,17,44,0,0,0
0,0,0,215,24,42,1,0,1
0,0,0,,12,43,0,0,0
0,0,0,205,23,44,0,0,1
0,0,1,,15,44,1,0,0
0,0,0,135,16,53,1,1,1
0,1,0,285,31,29,0,0,1
0,0,0,,12,28,1,0,0
0,0,0,175,30,31,1,0,1
1,0,1,,12,32,0,0,0
0,0,1,,18,42,1,0,0
0,0,0,,10,22,1,0,1
0,0,1,125,15,44,1,1,1
0,0,0,195,22,47,1,1,1
0,0,1,,10,48,1,1,1
1,0,1,,15,37,0,0,0
0,1,0,215,24,30,0,0,0
0,0,1,155,18,17,1,0,0
0,0,1,,17,32,0,0,0
0,0,1,100,23,19,1,1,1
0,0,0,,28,19,1,0,0
0,0,0,75,20,39,1,0,0
0,0,1,,15,54,1,0,1
